bID_mID_oID,object_type,entity_path,reader_path,writer_path,namespaces,reader_relation_types,writer_relation_types,writer_argvs,reader_argvs,CNS_event_count,priviledged_flow,labels
10_9300560_74213,process_memory,['/'],['/usr/bin/docker-containerd-shim'],['/'],"[1, 1, 1, 0, 1]",['ptrace_read'],"['memory_write', 'clone_mem']",[],"['--bundle', '--log-format', '1INrhZrM2C', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_bNJ9Rg', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', '/var/run/docker/runtime-runc/moby', 'json', '--root', 'runc', 'create']",1,1,0
10_9300560_74223,process_memory,['/'],['/usr/bin/docker-containerd-shim'],['/'],"[1, 1, 1, 0, 1]",['ptrace_read'],"['memory_write', 'clone_mem']",[],"['--bundle', '--log-format', '1INrhZrM2C', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_bNJ9Rg', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', '/var/run/docker/runtime-runc/moby', 'json', '--root', 'runc', 'create']",2,1,0
10_9300560_74463,file,"['/cdk_5Fokr4/config.json', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/diff/cdk_5Fokr4/config.json']","['/usr/bin/docker-containerd-shim', '/usr/bin/dockerd']","['/usr/bin/dockerd', '/usr/bin/bash']","[1, 1, 0, 1, 1]","['read', 'open', 'perm_check']",['write'],"['reverse', './cdk_linux_amd64', 'shim-pwn', '2346', 'run', '127.0.0.1']","['--bundle', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', '/var/run/docker/runtime-runc/moby', 'json', '--root', 'uBETrQr9R7', 'runc', 'create', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_5Fokr4']",5,1,1
10_9300560_74516,socket,[],['/'],"['/usr/sbin/runc', '/usr/bin/docker-containerd-shim']","[1, 1, 1, 0, 1]","['receive', 'receive_msg']","['socket_create', 'send_msg', 'send', 'socket_pair_create']","['--bundle', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', 'init', '/var/run/docker/runtime-runc/moby', 'json', '--root', 'uBETrQr9R7', 'runc', 'create', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_5Fokr4']",[],12,0,0
10_9300560_74518,pipe,[],"['/usr/sbin/runc', '/usr/bin/docker-containerd-shim', '/']","['/usr/sbin/runc', '/']","[0, 0, 0, 0, 0]","['getattr', 'read']",['write'],"['init', 'runc']","['--bundle', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', 'init', '/var/run/docker/runtime-runc/moby', 'json', '--root', 'uBETrQr9R7', 'runc', 'create', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_5Fokr4']",25,1,0
10_9300560_74589,socket,[],['/'],['/usr/sbin/runc'],"[1, 1, 1, 0, 1]","['receive', 'receive_msg']","['socket_create', 'socket_pair_create']","['init', 'runc']",[],2,0,0
10_9300560_74591,socket,[],['/'],['/usr/sbin/runc'],"[1, 1, 1, 0, 1]","['receive', 'receive_msg']","['socket_create', 'socket_pair_create']","['init', 'runc']",[],2,0,0
10_9300560_74593,process_memory,['/'],['/'],"['/usr/sbin/runc', '/']","[1, 1, 1, 0, 1]",['memory_read'],"['memory_write', 'clone_mem']","['init', 'runc']",[],5,0,0
10_9300560_74644,process_memory,['/'],['/usr/bin/docker-containerd-shim'],['/'],"[1, 1, 1, 0, 1]",['ptrace_read'],"['memory_write', 'clone_mem']",[],"['--bundle', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', '/var/run/docker/runtime-runc/moby', 'json', '--root', 'uBETrQr9R7', 'runc', 'create', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_5Fokr4']",4,1,0
10_9300560_74659,process_memory,['/'],['/usr/bin/docker-containerd-shim'],['/'],"[1, 1, 1, 0, 1]",['ptrace_read'],"['memory_write', 'clone_mem']",[],"['--bundle', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/init.pid', '--log', '--pid-file', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/53edf8d153e76d9f6fc2affea5b6f7111703d04590aeb214457fcaf3c01c6f85/log.json', '/var/run/docker/runtime-runc/moby', 'json', '--root', 'uBETrQr9R7', 'runc', 'create', '/var/lib/docker/overlay2/cebd868374ec0a9d51861b08ed0ab286f9aa15f74b5934c7c11e551b1f25be30/merged/cdk_5Fokr4']",2,1,0
