bID_mID_oID,object_type,entity_path,reader_path,writer_path,namespaces,reader_relation_types,writer_relation_types,writer_argvs,reader_argvs,CNS_event_count,priviledged_flow,labels
56_1851734740_92252,pipe,['/docker/runtime-runc/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63/exec.fifo'],['/usr/bin/containerd-shim-runc-v2'],['/'],"[1, 1, 1, 1, 1]",['read'],['write'],[],"['json', '--log', '--log-format', 'start', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63/log.json', '/var/run/docker/runtime-runc/moby', '6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63', '--systemd-cgroup', '--root', 'runc']",1,1,0
56_1851734740_92254,socket,[],['/'],"['/usr/bin/containerd-shim-runc-v2', '/usr/sbin/runc']","[1, 1, 1, 1, 1]","['receive_msg', 'receive']","['socket_pair_create', 'send', 'socket_create', 'send_msg']","['--console-socket', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63', '--bundle', '--log', 'json', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63/init.pid', '--log-format', 'runc', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63/log.json', '/var/run/docker/runtime-runc/moby', '--pid-file', 'init', '6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63', '--systemd-cgroup', 'create', '--root', '/tmp/pty880395965/pty.sock']",[],16,0,0
56_1851734740_92256,pipe,[],"['/', '/usr/bin/containerd-shim-runc-v2', '/usr/sbin/runc']","['/', '/usr/sbin/runc']","[0, 0, 0, 0, 0]","['getattr', 'read']",['write'],"['init', 'runc']","['--console-socket', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63', '--bundle', '--log', 'json', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63/init.pid', '--log-format', 'runc', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63/log.json', '/var/run/docker/runtime-runc/moby', '--pid-file', 'init', '6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63', '--systemd-cgroup', 'create', '--root', '/tmp/pty880395965/pty.sock']",28,1,0
56_1851734740_92351,socket,[],['/'],['/usr/sbin/runc'],"[1, 1, 1, 0, 1]","['receive_msg', 'receive']","['socket_pair_create', 'socket_create']","['init', 'runc']",[],2,0,0
56_1851734740_92353,socket,[],['/'],['/usr/sbin/runc'],"[1, 1, 1, 1, 1]","['receive_msg', 'receive']","['socket_pair_create', 'socket_create']","['init', 'runc']",[],2,0,0
56_1851734740_92355,process_memory,['/'],['/'],"['/', '/usr/sbin/runc']","[0, 0, 0, 0, 0]",['memory_read'],"['clone_mem', 'memory_write']","['init', 'runc']",[],5,1,0
56_1851734740_92403,process_memory,['/'],['/'],['/'],"[0, 0, 0, 1, 0]",['memory_read'],"['clone_mem', 'memory_write']",[],[],2,0,0
56_1851734740_92406,process_memory,['/'],['/usr/bin/containerd-shim-runc-v2'],['/'],"[1, 1, 1, 1, 1]",['ptrace_read'],"['clone_mem', 'memory_write']",[],"['--console-socket', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63', '--bundle', '--log', 'json', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63/init.pid', '--log-format', 'runc', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63/log.json', '/var/run/docker/runtime-runc/moby', '--pid-file', '6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63', '--systemd-cgroup', 'create', '--root', '/tmp/pty880395965/pty.sock']",4,1,0
56_1851734740_92420,process_memory,['/'],"['/usr/bin/containerd-shim-runc-v2', '/usr/bin/dockerd']",['/'],"[1, 1, 1, 1, 1]",['ptrace_read'],"['clone_mem', 'memory_write']",[],"['--console-socket', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63', '--bundle', '--log', 'json', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63/init.pid', '--log-format', 'runc', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63/log.json', '/var/run/docker/runtime-runc/moby', '--pid-file', '6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63', '--systemd-cgroup', 'create', '--root', '/tmp/pty880395965/pty.sock']",3,1,0
56_1851734740_92582,socket,[],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 0, 1, 0, 0]",['receive_msg'],['socket_create'],[],[],11,0,0
56_1851734740_92587,process_memory,['/usr/bin/dockerd'],['/usr/bin/dockerd'],['/usr/bin/dockerd'],"[0, 0, 1, 0, 0]",['memory_read'],"['clone_mem', 'memory_write', 'exec_task']",[],[],1,0,0
56_1851734740_92768,file,"['/systemd/netif/links/.#8FCP8GC', '/systemd/netif/links/8']",['/lib/systemd/systemd-resolved'],['/lib/systemd/systemd-networkd'],"[0, 1, 0, 0, 0]","['open', 'getattr', 'perm_check', 'read']","['write', 'rename']",[],[],144,0,0
56_1851734740_92772,file,"['/systemd/netif/links/3', '/systemd/netif/links/.#3pfuqbT']",['/lib/systemd/systemd-resolved'],['/lib/systemd/systemd-networkd'],"[0, 1, 0, 0, 0]","['open', 'getattr', 'perm_check', 'read']","['write', 'rename']",[],[],92,0,0
56_1851734740_92937,process_memory,['/'],['/usr/bin/containerd-shim-runc-v2'],['/'],"[1, 1, 1, 1, 1]",['ptrace_read'],"['clone_mem', 'memory_write']",[],"['--console-socket', 'json', '--bundle', '--log', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63/init.pid', '--log-format', 'start', '/run/containerd/io.containerd.runtime.v2.task/moby/6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63/log.json', '/var/run/docker/runtime-runc/moby', '6ef9843adde623753a24dff7caecc1d89562e6607c6651e75f5112c56404ad63', '--pid-file', '--systemd-cgroup', '/tmp/pty880395965/pty.sock', 'create', '--root', 'runc']",3,1,0
56_1851734740_93204,file,"['/systemd/netif/links/8', '/systemd/netif/links/.#81uaGgh']",['/lib/systemd/systemd-resolved'],['/lib/systemd/systemd-networkd'],"[0, 1, 0, 0, 0]","['open', 'getattr', 'perm_check', 'read']","['write', 'rename']",[],[],68,0,0
56_1851734740_93208,file,"['/systemd/resolve/stub-resolv.conf', '/systemd/resolve/.#stub-resolv.confPPV222']",['/usr/bin/sudo'],['/lib/systemd/systemd-resolved'],"[0, 1, 0, 0, 0]","['open', 'getattr', 'perm_check', 'read']","['write', 'rename']",[],[],5,0,0
56_1851734740_96190,file,['/release_agent'],['/bin/bash'],['/'],"[1, 1, 1, 1, 1]","['open', 'getattr', 'perm_check', 'read']",['write'],['bash'],"['cat', '/sys/fs/cgroup/memory/release_agent']",4,1,1
